shipment_id,supplier_id,warehouse_id,shipment_status,shipment_date,delivery_date,delay_days,shipping_cost
SHIP3934,S218,W106,in_transit,2026-03-13,2026-03-21,0,3955.39
SHIP3935,S201,W108,in_transit,2026-03-15,2026-03-19,1,8827.18
SHIP3936,S200,W106,delayed,2025-05-10,2025-05-12,0,1443.97
SHIP3937,S215,W108,delayed,2025-09-15,2025-09-21,1,1986.8
SHIP3938,S212,W108,delayed,2026-02-12,2026-02-19,1,15406.56
SHIP3939,S201,W107,delayed,2026-01-02,2026-01-04,5,6707.89
SHIP3940,S205,W101,in_transit,2025-05-31,,1,19189.87
SHIP3941,S205,W109,in_transit,2026-01-01,2026-01-03,1,4748.54
SHIP3942,S216,W100,delivered,2025-12-16,2025-12-20,4,1039.42
SHIP3943,S218,W103,delayed,2025-06-07,2025-06-11,1,1763.07
SHIP3944,S218,W105,delivered,2025-05-08,2025-05-18,3,17649.83
SHIP3945,S218,W109,in_transit,2025-09-22,2025-10-02,0,3788.79
SHIP3946,S212,W101,in_transit,2025-05-18,2025-05-19,4,5196.27
SHIP3947,S210,W106,in_transit,2025-08-06,2025-08-07,4,11478.73
SHIP3948,S216,W106,delayed,2026-01-15,2026-01-21,3,11465.03
SHIP3949,S202,W109,in_transit,2025-07-01,,3,4585.95
SHIP3950,S215,W104,delivered,2025-11-26,,2,13640.8
SHIP3951,S219,W109,delayed,2025-07-16,2025-07-24,1,10512.62
SHIP3952,S213,W100,delivered,2026-02-04,2026-02-13,2,16047.53
SHIP3953,S206,W109,delayed,2025-08-19,2025-08-25,3,17729.21
SHIP3954,S207,W105,delayed,2026-02-21,2026-03-02,0,1686.83
SHIP3955,S216,W107,in_transit,2026-03-02,2026-03-04,2,4788.72
SHIP3956,S213,W105,delayed,2025-08-11,2025-08-14,3,12192.78
SHIP3957,S202,W102,delayed,2025-07-23,2025-07-24,5,4638.23
SHIP3958,S209,W105,delayed,2025-09-20,2025-09-25,4,10879.83
SHIP3959,S202,W105,delayed,2025-04-16,,4,6090.3
SHIP3960,S210,W109,delayed,2026-02-14,2026-02-20,0,17165.93
SHIP3961,S216,W101,delivered,2026-01-27,,0,11436.5
SHIP3962,S215,W101,delayed,2025-10-15,2025-10-19,5,18236.21
SHIP3963,S211,W105,delivered,2026-04-08,2026-04-18,2,18063.56
SHIP3964,S204,W109,in_transit,2025-07-24,2025-07-30,2,7675.01
SHIP3965,S205,W101,delayed,2025-11-17,2025-11-26,5,8214.71
SHIP3966,S211,W106,delayed,2025-04-28,2025-05-04,2,8992.46
SHIP3967,S213,W101,in_transit,2025-08-14,2025-08-20,2,7909.74
SHIP3968,S217,W105,delayed,2025-05-27,2025-05-31,2,4657.75
SHIP3969,S211,W102,delayed,2025-11-05,,0,11947.25
SHIP3970,S214,W106,delivered,2025-06-10,2025-06-18,3,16662.71
SHIP3971,S200,W107,delivered,2025-09-01,2025-09-06,1,11365.63
SHIP3972,S205,W102,in_transit,2025-05-16,2025-05-22,4,18028.0
SHIP3973,S217,W105,in_transit,2025-06-08,2025-06-13,0,10562.67
SHIP3974,S213,W101,in_transit,2025-05-30,2025-06-05,4,19404.44
SHIP3975,S200,W101,delivered,2025-04-30,2025-05-02,3,1450.45
SHIP3976,S214,W104,in_transit,2025-12-01,2025-12-06,5,3939.65
SHIP3977,S213,W100,delivered,2025-05-31,2025-06-02,1,11131.66
SHIP3978,S217,W102,delivered,2025-09-24,2025-09-29,1,17937.7
SHIP3979,S203,W106,delayed,2025-10-07,2025-10-08,1,17474.78
SHIP3980,S208,W108,delayed,2025-10-06,,0,4676.52
SHIP3981,S212,W109,delivered,2025-10-28,2025-11-04,3,4434.96
SHIP3982,S209,W105,in_transit,2025-09-02,2025-09-07,1,9983.81
SHIP3983,S215,W102,delivered,2025-10-06,2025-10-07,1,19443.42
SHIP3984,S203,W103,delivered,2026-01-20,,1,13304.97
SHIP3985,S201,W101,in_transit,2025-05-09,2025-05-17,1,11009.55
SHIP3986,S210,W107,delivered,2025-12-28,2026-01-02,0,16809.61
SHIP3987,S201,W108,delivered,2025-10-28,2025-10-31,4,12283.34
SHIP3988,S201,W105,delayed,2025-04-25,,5,8251.73
SHIP3989,S212,W108,delayed,2025-07-19,2025-07-20,2,11884.75
SHIP3990,S210,W104,in_transit,2025-06-14,2025-06-17,0,15917.62
SHIP3991,S204,W102,delayed,2025-07-28,2025-08-02,3,3536.36
SHIP3992,S206,W107,delayed,2025-08-30,,1,8396.75
SHIP3993,S214,W104,delayed,2025-08-10,,3,6686.25
SHIP3994,S211,W102,delayed,2025-07-30,2025-08-03,3,19910.76
SHIP3995,S208,W100,in_transit,2025-10-16,2025-10-24,2,12900.95
SHIP3996,S202,W101,in_transit,2025-10-19,2025-10-23,0,8778.27
SHIP3997,S210,W105,delayed,2025-09-21,,2,18803.01
SHIP3998,S212,W102,delivered,2025-05-19,,4,2756.07
SHIP3999,S213,W106,in_transit,2025-09-17,2025-09-18,3,3242.18
SHIP4000,S208,W103,in_transit,2025-05-16,2025-05-22,2,3014.56
SHIP4001,S206,W104,delivered,2025-12-13,2025-12-18,2,14697.82
SHIP4002,S205,W104,delayed,2025-08-06,2025-08-07,1,7764.28
SHIP4003,S213,W101,delivered,2026-04-09,2026-04-14,1,13932.59
SHIP4004,S200,W102,delivered,2025-07-17,2025-07-24,0,11286.22
SHIP4005,S207,W105,in_transit,2025-12-29,,1,4863.22
SHIP4006,S214,W102,delivered,2026-04-11,2026-04-13,2,9689.61
SHIP4007,S214,W102,in_transit,2025-05-19,2025-05-24,2,4446.95
SHIP4008,S213,W107,delayed,2025-04-20,2025-04-22,1,19249.38
SHIP4009,S214,W103,in_transit,2025-05-31,2025-06-03,1,10590.8
SHIP4010,S216,W101,delivered,2026-04-11,2026-04-17,1,14911.51
SHIP4011,S218,W107,delivered,2025-05-12,2025-05-19,5,6705.4
SHIP4012,S205,W106,delayed,2026-03-25,,5,1556.44
SHIP4013,S210,W108,delivered,2026-03-10,,4,11017.15
SHIP4014,S210,W106,delivered,2025-04-27,2025-04-29,4,16388.36
SHIP4015,S211,W109,in_transit,2025-10-08,2025-10-10,5,16162.89
SHIP4016,S213,W102,in_transit,2025-09-04,,5,6163.93
SHIP4017,S202,W101,delayed,2026-02-17,2026-02-25,1,7142.06
SHIP4018,S205,W101,delayed,2025-10-23,2025-10-27,3,8399.39
SHIP4019,S215,W103,delivered,2025-05-09,,3,19445.02
SHIP4020,S207,W102,delivered,2025-09-02,2025-09-03,1,2818.05
SHIP4021,S217,W108,delayed,2026-02-11,2026-02-13,5,9878.01
SHIP4022,S200,W100,delayed,2025-12-17,2025-12-18,2,7327.35
SHIP4023,S205,W101,delivered,2025-12-10,2025-12-15,2,9515.97
SHIP4024,S208,W101,in_transit,2025-09-27,2025-10-05,3,7411.66
SHIP4025,S210,W105,in_transit,2026-03-09,,5,19357.43
SHIP4026,S210,W100,delayed,2025-05-10,2025-05-15,0,16994.86
SHIP4027,S210,W103,delivered,2026-02-02,,1,7299.89
SHIP4028,S200,W104,delayed,2025-08-12,2025-08-20,0,10227.38
SHIP4029,S210,W109,in_transit,2026-02-24,2026-02-28,3,18337.46
SHIP4030,S207,W109,in_transit,2025-09-05,,3,15087.86
SHIP4031,S213,W102,delivered,2025-08-07,2025-08-16,3,16947.16
SHIP4032,S209,W102,in_transit,2025-09-17,2025-09-25,4,18468.89
SHIP4033,S216,W101,delayed,2025-05-01,2025-05-05,4,15376.09
SHIP4034,S203,W107,in_transit,2026-01-19,2026-01-29,0,16180.0
SHIP4035,S203,W107,in_transit,2026-03-25,2026-03-26,3,3631.03
SHIP4036,S217,W105,in_transit,2026-02-28,,2,2025.68
SHIP4037,S207,W108,delivered,2025-10-26,2025-10-27,3,7577.94
SHIP4038,S203,W104,delayed,2026-04-01,2026-04-07,3,8238.05
SHIP4039,S211,W109,delivered,2025-08-16,2025-08-25,5,13667.16
SHIP4040,S217,W100,in_transit,2026-02-03,2026-02-12,1,11500.35
SHIP4041,S200,W100,in_transit,2025-07-21,2025-07-29,4,4435.42
SHIP4042,S210,W100,delayed,2025-11-20,,3,18795.65
SHIP4043,S207,W106,delivered,2025-10-09,,0,12977.8
SHIP4044,S217,W101,delivered,2026-02-18,,1,9407.48
SHIP4045,S215,W105,in_transit,2025-11-02,2025-11-10,3,8742.08
SHIP4046,S202,W109,delivered,2025-09-10,2025-09-20,0,17047.81
SHIP4047,S204,W105,in_transit,2025-09-19,2025-09-29,4,13554.58
SHIP4048,S217,W104,delayed,2025-11-29,2025-12-06,3,1768.02
SHIP4049,S212,W109,delivered,2025-11-08,2025-11-11,5,6162.49
SHIP4050,S200,W105,in_transit,2026-04-04,2026-04-05,3,4845.49
SHIP4051,S208,W107,in_transit,2026-03-14,2026-03-21,0,5144.02
SHIP4052,S208,W108,delivered,2025-08-23,,3,10390.15
SHIP4053,S212,W100,delivered,2025-12-05,2025-12-13,4,12019.61
SHIP4054,S216,W103,delivered,2026-03-11,2026-03-13,0,18888.17
SHIP4055,S202,W106,delayed,2025-04-26,2025-05-06,3,10910.44
SHIP4056,S206,W100,delivered,2025-11-08,2025-11-17,1,12860.82
SHIP4057,S208,W109,delayed,2025-07-08,2025-07-12,2,13928.82
SHIP4058,S200,W105,delayed,2026-01-15,2026-01-18,5,15678.54
SHIP4059,S206,W109,delivered,2026-03-18,2026-03-19,4,19793.07
SHIP4060,S213,W100,delayed,2025-09-25,,5,5776.28
SHIP4061,S211,W100,delayed,2025-05-31,2025-06-09,3,6859.81
SHIP4062,S201,W101,delayed,2025-07-03,2025-07-08,4,14770.29
SHIP4063,S204,W101,delayed,2026-01-21,,2,9409.47
SHIP4064,S217,W105,in_transit,2025-09-16,2025-09-22,5,2503.96
SHIP4065,S216,W105,delayed,2025-12-30,2026-01-01,2,16422.16
SHIP4066,S202,W108,in_transit,2025-04-27,2025-05-01,1,2389.81
SHIP4067,S202,W107,delivered,2025-10-05,2025-10-09,1,2588.01
SHIP4068,S208,W104,in_transit,2025-04-30,2025-05-05,2,18086.87
SHIP4069,S205,W104,delivered,2025-09-24,2025-10-04,0,8613.95
SHIP4070,S214,W101,in_transit,2025-10-01,2025-10-05,0,7800.46
SHIP4071,S201,W100,in_transit,2025-10-11,2025-10-19,5,6324.42
SHIP4072,S215,W105,in_transit,2025-08-31,,1,2036.1
SHIP4073,S213,W106,delivered,2025-04-17,2025-04-21,1,10453.0
SHIP4074,S206,W106,in_transit,2025-06-04,2025-06-06,5,8611.13
SHIP4075,S219,W109,delivered,2025-05-15,2025-05-21,0,18093.02
SHIP4076,S209,W100,in_transit,2026-03-11,2026-03-21,0,17885.6
SHIP4077,S219,W104,in_transit,2025-08-31,2025-09-03,5,3006.06
SHIP4078,S201,W109,in_transit,2025-07-13,2025-07-22,2,15964.6
SHIP4079,S206,W108,delivered,2025-08-31,2025-09-07,1,16671.73
SHIP4080,S219,W109,delivered,2026-01-22,2026-01-23,3,8954.35
SHIP4081,S216,W109,delivered,2025-05-06,2025-05-12,1,7625.8
SHIP4082,S202,W109,delayed,2025-11-28,2025-12-07,5,19886.23
SHIP4083,S219,W109,delivered,2025-11-30,2025-12-05,2,9970.55
SHIP4084,S205,W102,in_transit,2025-09-01,2025-09-10,0,3897.98
SHIP4085,S206,W108,delayed,2026-01-22,2026-01-31,0,17160.64
SHIP4086,S207,W100,in_transit,2025-07-08,2025-07-15,4,1749.2
SHIP4087,S215,W100,delayed,2025-11-02,2025-11-10,4,7123.66
SHIP4088,S218,W101,in_transit,2025-08-28,2025-08-29,1,4855.25
SHIP4089,S200,W100,in_transit,2025-06-11,2025-06-19,1,14040.07
SHIP4090,S219,W107,delivered,2026-04-03,2026-04-06,3,1107.56
SHIP4091,S212,W100,delayed,2025-12-31,2026-01-05,0,17525.68
SHIP4092,S212,W103,delayed,2025-10-08,2025-10-13,4,14142.39
SHIP4093,S206,W108,delayed,2026-01-21,2026-01-24,1,2688.38
SHIP4094,S203,W106,delayed,2026-02-19,2026-02-21,4,11572.49
SHIP4095,S206,W103,delivered,2025-07-24,2025-07-25,3,13909.93
SHIP4096,S219,W106,in_transit,2026-03-18,2026-03-28,3,3250.51
SHIP4097,S211,W102,delivered,2026-01-07,2026-01-08,2,18792.02
SHIP4098,S202,W106,delivered,2025-11-16,2025-11-17,2,16175.98
SHIP4099,S207,W109,delivered,2026-02-06,,3,8883.88
SHIP4100,S211,W106,in_transit,2026-02-01,2026-02-05,5,9830.09
SHIP4101,S217,W102,delivered,2026-03-14,2026-03-23,2,15524.99
SHIP4102,S215,W105,delivered,2025-06-12,2025-06-16,2,14052.91
SHIP4103,S201,W105,delivered,2026-04-11,2026-04-16,3,17024.94
SHIP4104,S213,W102,delayed,2026-01-03,2026-01-11,3,4017.08
SHIP4105,S213,W109,delayed,2026-04-01,2026-04-04,3,12779.5
SHIP4106,S214,W104,delayed,2026-01-28,2026-02-05,2,6998.79
SHIP4107,S216,W106,in_transit,2025-04-26,,1,14127.41
SHIP4108,S203,W101,delayed,2025-05-17,2025-05-27,5,18757.47
SHIP4109,S216,W105,in_transit,2025-06-07,2025-06-16,3,14350.95
SHIP4110,S202,W109,delayed,2025-06-23,2025-06-24,5,16709.45
SHIP4111,S213,W102,in_transit,2025-07-26,,2,5506.09
SHIP4112,S211,W106,in_transit,2025-07-14,2025-07-23,2,14227.46
SHIP4113,S202,W108,delivered,2026-01-12,2026-01-13,3,12059.02
SHIP4114,S200,W102,in_transit,2026-03-19,2026-03-24,2,7982.39
SHIP4115,S212,W107,delayed,2026-03-03,2026-03-10,4,7639.75
SHIP4116,S212,W102,in_transit,2025-10-31,2025-11-07,1,6021.36
SHIP4117,S207,W108,delivered,2025-08-11,2025-08-18,3,14730.22
SHIP4118,S211,W100,delivered,2025-10-10,,0,17304.31
SHIP4119,S210,W106,in_transit,2025-12-31,2026-01-03,1,8319.96
SHIP4120,S211,W104,in_transit,2025-04-30,2025-05-07,5,17569.67
SHIP4121,S210,W103,delivered,2026-02-06,,3,10142.11
SHIP4122,S207,W103,delayed,2025-10-25,2025-11-01,4,5356.64
SHIP4123,S216,W105,delayed,2025-10-19,2025-10-29,4,6117.87
SHIP4124,S214,W108,delayed,2025-10-20,2025-10-23,1,12545.37
SHIP4125,S209,W107,in_transit,2025-11-25,2025-12-05,0,8621.27
SHIP4126,S213,W108,delivered,2025-12-21,2025-12-28,4,16844.97
SHIP4127,S203,W106,delayed,2025-12-28,2026-01-03,2,10887.21
SHIP4128,S208,W102,delayed,2025-08-05,,5,19753.19
SHIP4129,S216,W107,delayed,2026-02-16,,1,12537.06
SHIP4130,S212,W107,in_transit,2026-02-15,2026-02-23,1,6375.32
SHIP4131,S203,W109,in_transit,2025-09-18,2025-09-26,3,5113.32
SHIP4132,S209,W100,delivered,2025-04-19,2025-04-29,5,1132.14
SHIP4133,S204,W108,delivered,2026-04-09,2026-04-15,3,4032.7
SHIP4134,S214,W105,delayed,2025-11-07,2025-11-16,0,10739.98
SHIP4135,S217,W109,in_transit,2025-05-07,2025-05-11,4,18558.18
SHIP4136,S200,W100,in_transit,2025-09-04,2025-09-08,1,9045.94
SHIP4137,S212,W106,delayed,2025-12-22,2025-12-27,0,12436.34
SHIP4138,S206,W104,delayed,2026-03-07,2026-03-08,0,11614.33
SHIP4139,S203,W104,in_transit,2026-03-29,2026-04-02,4,10451.27
SHIP4140,S219,W100,in_transit,2025-05-11,2025-05-16,0,19743.37
SHIP4141,S214,W104,in_transit,2025-12-17,,0,18586.81
SHIP4142,S213,W106,delivered,2026-03-26,2026-04-01,3,6366.4
SHIP4143,S207,W104,delayed,2026-03-14,,4,8866.56
SHIP4144,S212,W109,delayed,2025-07-26,2025-07-29,0,17700.18
SHIP4145,S213,W108,in_transit,2026-01-17,,2,13044.6
SHIP4146,S214,W106,in_transit,2026-02-28,2026-03-09,1,8463.99
SHIP4147,S203,W104,delayed,2025-07-01,2025-07-08,5,11526.51
SHIP4148,S200,W104,delayed,2025-10-14,,4,12569.58
SHIP4149,S208,W108,delayed,2025-12-10,2025-12-11,5,3401.37
SHIP4150,S212,W101,delayed,2025-05-11,2025-05-15,1,3639.33
SHIP4151,S212,W102,delivered,2025-08-21,2025-08-25,2,18033.37
SHIP4152,S208,W101,in_transit,2025-12-03,2025-12-12,0,11920.54
SHIP4153,S219,W101,in_transit,2026-01-12,,4,9625.68
SHIP4154,S217,W109,delivered,2025-06-25,2025-07-04,5,1490.78
SHIP4155,S206,W104,delivered,2026-03-21,2026-03-29,4,6824.76
SHIP4156,S205,W108,delayed,2025-07-10,2025-07-11,5,10749.71
SHIP4157,S213,W105,in_transit,2025-09-08,2025-09-14,3,18592.41
SHIP4158,S203,W105,in_transit,2025-06-22,,1,2496.07
SHIP4159,S203,W100,in_transit,2025-06-16,2025-06-26,3,1405.93
SHIP4160,S204,W103,in_transit,2025-10-14,,4,18011.32
SHIP4161,S216,W100,delivered,2025-05-23,2025-05-25,5,16684.21
SHIP4162,S219,W104,delivered,2025-10-22,2025-10-31,1,16882.87
SHIP4163,S210,W100,delivered,2025-06-29,2025-07-09,5,6183.32
SHIP4164,S205,W103,in_transit,2026-04-01,2026-04-06,5,16976.22
SHIP4165,S210,W103,delayed,2026-01-09,2026-01-17,4,11486.15
SHIP4166,S201,W100,delayed,2025-06-13,2025-06-18,1,18360.46
SHIP4167,S202,W106,in_transit,2026-01-26,2026-02-02,4,3483.35
SHIP4168,S201,W105,delivered,2026-02-02,2026-02-12,2,19940.54
SHIP4169,S208,W103,delivered,2026-02-18,2026-02-19,0,13804.92
SHIP4170,S217,W102,delivered,2025-08-15,,5,10018.69
SHIP4171,S209,W104,in_transit,2026-03-03,,5,5416.28
SHIP4172,S204,W101,delayed,2025-12-24,2025-12-27,4,10603.62
SHIP4173,S206,W107,in_transit,2025-10-10,2025-10-17,4,9787.09
SHIP4174,S204,W100,delayed,2026-04-14,2026-04-16,0,14098.41
SHIP4175,S214,W100,delayed,2025-07-20,,3,11842.87
SHIP4176,S214,W102,in_transit,2025-12-12,,0,12241.63
SHIP4177,S217,W102,delayed,2025-04-27,2025-05-07,1,19749.75
SHIP4178,S203,W106,delayed,2025-06-13,2025-06-16,2,11454.86
SHIP4179,S215,W108,delayed,2025-07-28,,2,2630.91
SHIP4180,S203,W104,in_transit,2026-02-28,2026-03-03,1,18610.62
SHIP4181,S207,W102,in_transit,2026-03-13,2026-03-18,2,6681.85
SHIP4182,S200,W104,delivered,2025-12-05,2025-12-15,4,11672.92
SHIP4183,S203,W102,delayed,2025-05-17,2025-05-21,0,11614.37
SHIP4184,S200,W102,delivered,2025-04-29,,5,1515.35
SHIP4185,S204,W109,delivered,2025-11-27,2025-12-06,1,3208.14
SHIP4186,S200,W102,delivered,2026-03-17,2026-03-26,2,16566.17
SHIP4187,S217,W101,delivered,2025-12-05,2025-12-13,5,19819.93
SHIP4188,S217,W102,in_transit,2025-12-16,2025-12-21,2,3205.93
SHIP4189,S202,W104,delivered,2025-08-11,,3,7710.44
SHIP4190,S218,W103,in_transit,2026-03-08,,5,16203.33
SHIP4191,S200,W100,delivered,2026-03-16,2026-03-18,1,9005.25
SHIP4192,S216,W108,in_transit,2025-09-10,,5,13973.74
SHIP4193,S213,W107,delivered,2025-10-01,2025-10-03,4,7949.13
SHIP4194,S204,W102,delayed,2025-10-04,2025-10-06,5,2379.94
SHIP4195,S214,W109,in_transit,2025-08-27,2025-08-30,1,11079.18
SHIP4196,S217,W102,delivered,2025-11-22,2025-11-23,0,6932.0
SHIP4197,S209,W103,in_transit,2025-08-25,2025-08-26,5,6512.28
SHIP4198,S203,W106,delivered,2025-07-23,2025-07-24,1,4949.05
SHIP4199,S205,W107,delayed,2025-07-31,2025-08-03,1,16961.41
SHIP4200,S209,W106,delivered,2025-10-03,2025-10-12,0,2751.64
SHIP4201,S219,W103,delivered,2025-12-26,2025-12-27,5,11140.17
SHIP4202,S200,W108,delivered,2025-09-04,2025-09-12,2,2932.8
SHIP4203,S216,W105,delayed,2025-10-21,,4,10029.91
SHIP4204,S215,W108,in_transit,2025-12-01,,0,11529.78
SHIP4205,S208,W102,in_transit,2025-10-20,,1,8588.62
SHIP4206,S212,W104,delivered,2026-01-10,2026-01-11,3,15954.76
SHIP4207,S210,W102,delayed,2025-07-02,2025-07-11,4,8926.8
SHIP4208,S206,W101,delayed,2025-11-15,2025-11-25,5,11149.08
SHIP4209,S205,W101,delayed,2025-10-01,2025-10-02,5,13989.12
SHIP4210,S214,W102,delivered,2026-03-01,2026-03-07,1,8771.6
SHIP4211,S203,W104,in_transit,2025-11-02,2025-11-04,2,11397.09
SHIP4212,S207,W102,delayed,2025-06-21,2025-06-24,2,6273.88
SHIP4213,S219,W108,delivered,2025-07-06,2025-07-11,3,6771.63
SHIP4214,S217,W103,delayed,2025-12-14,2025-12-22,5,6662.2
SHIP4215,S216,W106,in_transit,2026-02-25,2026-03-07,0,13610.89
SHIP4216,S207,W106,in_transit,2025-12-06,2025-12-15,3,10672.71
SHIP4217,S212,W109,delayed,2026-02-03,2026-02-07,5,2681.51
SHIP4218,S210,W104,delayed,2025-12-21,2025-12-24,5,8630.0
SHIP4219,S213,W105,delayed,2025-07-22,2025-07-27,5,12524.8
SHIP4220,S204,W101,delayed,2026-03-30,2026-04-05,0,2849.68
SHIP4221,S219,W102,in_transit,2025-05-31,,3,18740.97
SHIP4222,S216,W108,delayed,2025-09-16,2025-09-17,5,16000.23
SHIP4223,S205,W106,delivered,2025-10-20,2025-10-28,1,10768.68
SHIP4224,S209,W102,delayed,2025-05-29,,0,10934.95
SHIP4225,S219,W107,delivered,2025-09-03,,0,16325.5
SHIP4226,S213,W106,delivered,2025-06-05,2025-06-08,5,2052.07
SHIP4227,S201,W102,delivered,2025-05-04,,1,12067.79
SHIP4228,S205,W101,delivered,2025-09-24,2025-09-27,1,8300.33
SHIP4229,S213,W107,delayed,2025-12-31,2026-01-10,1,8129.26
SHIP4230,S208,W107,in_transit,2026-02-02,,2,3110.21
SHIP4231,S207,W105,in_transit,2026-02-13,2026-02-15,4,4082.64
SHIP4232,S205,W101,delivered,2026-01-08,2026-01-16,0,13865.54
SHIP4233,S215,W102,delayed,2025-07-16,2025-07-22,3,19864.68
SHIP4234,S215,W109,delayed,2025-10-29,2025-11-06,5,5698.42
SHIP4235,S209,W100,in_transit,2026-02-16,2026-02-24,3,9963.06
SHIP4236,S207,W100,in_transit,2026-02-28,,3,4641.16
SHIP4237,S208,W102,in_transit,2026-02-24,2026-03-01,4,13226.66
SHIP4238,S210,W100,delayed,2025-09-12,2025-09-22,3,7139.16
SHIP4239,S207,W107,delivered,2025-11-28,2025-11-29,2,3941.35
SHIP4240,S201,W104,delayed,2025-04-22,2025-04-24,3,19074.36
SHIP4241,S215,W105,delivered,2025-11-15,,1,16703.07
SHIP4242,S210,W109,delivered,2025-08-30,2025-09-05,3,1308.74
SHIP4243,S208,W102,delayed,2026-03-15,2026-03-22,5,19662.66
SHIP4244,S203,W100,delivered,2026-01-25,2026-02-03,2,13411.56
SHIP4245,S206,W109,delivered,2025-09-03,2025-09-09,2,18421.27
SHIP4246,S217,W100,in_transit,2025-08-18,2025-08-26,5,4400.97
SHIP4247,S203,W104,in_transit,2025-08-31,2025-09-06,3,18658.02
SHIP4248,S207,W103,in_transit,2025-05-11,,2,13386.68
SHIP4249,S209,W104,delivered,2025-07-23,2025-07-26,0,14321.65
SHIP4250,S201,W108,delayed,2025-12-25,,0,8450.37
SHIP4251,S203,W104,in_transit,2025-08-05,2025-08-08,3,15394.02
SHIP4252,S202,W109,delivered,2025-07-20,2025-07-30,1,2729.38
SHIP4253,S204,W103,in_transit,2025-04-28,2025-05-04,0,2470.92
SHIP4254,S216,W107,delivered,2025-07-23,2025-07-27,0,12692.01
SHIP4255,S213,W106,delivered,2026-03-01,2026-03-09,4,13546.33
SHIP4256,S214,W100,delayed,2026-03-01,2026-03-09,4,10742.59
SHIP4257,S216,W103,in_transit,2026-01-14,2026-01-24,3,11337.95
SHIP4258,S218,W103,delayed,2026-01-18,2026-01-21,4,18442.82
SHIP4259,S213,W100,delivered,2025-12-02,2025-12-03,5,11636.54
SHIP4260,S201,W102,delayed,2026-03-31,,4,3270.67
SHIP4261,S204,W101,delayed,2026-01-16,2026-01-17,1,8247.28
SHIP4262,S205,W104,in_transit,2025-05-26,2025-05-29,1,14863.17
SHIP4263,S218,W102,delivered,2025-11-24,2025-11-30,2,12382.56
SHIP4264,S203,W109,delayed,2025-05-03,2025-05-08,3,2517.48
SHIP4265,S218,W107,delayed,2026-02-03,2026-02-05,3,8578.92
SHIP4266,S216,W105,in_transit,2025-06-20,,1,18558.98
SHIP4267,S211,W103,delivered,2025-10-23,2025-10-27,4,16599.83
SHIP4268,S215,W109,in_transit,2025-10-09,,3,5859.69
SHIP4269,S211,W106,delivered,2025-07-25,2025-08-02,3,9011.81
SHIP4270,S202,W109,delayed,2026-01-07,2026-01-12,0,8170.68
SHIP4271,S200,W107,delayed,2025-11-07,2025-11-09,1,7344.66
SHIP4272,S210,W107,delivered,2026-03-05,2026-03-10,5,2379.58
SHIP4273,S200,W107,delivered,2025-11-27,2025-11-30,1,2133.79
SHIP4274,S209,W106,delivered,2025-07-26,2025-08-04,3,8542.87
SHIP4275,S214,W109,delivered,2026-04-13,,0,14786.32
SHIP4276,S217,W100,delivered,2025-07-08,,3,10406.94
SHIP4277,S206,W109,in_transit,2025-04-27,2025-04-28,3,12462.3
SHIP4278,S213,W109,in_transit,2025-10-08,2025-10-14,2,10095.03
SHIP4279,S206,W100,in_transit,2026-03-08,2026-03-10,5,12077.57
SHIP4280,S203,W107,delivered,2025-06-30,2025-07-08,5,11470.33
SHIP4281,S214,W109,in_transit,2025-11-10,2025-11-15,1,2301.06
SHIP4282,S204,W107,in_transit,2026-02-01,2026-02-06,1,15501.39
SHIP4283,S202,W106,in_transit,2025-11-02,2025-11-04,1,5885.76
SHIP4284,S204,W102,delivered,2026-04-02,2026-04-10,1,18768.63
SHIP4285,S201,W108,delayed,2025-11-24,2025-11-28,1,12344.32
SHIP4286,S200,W103,delayed,2025-07-31,2025-08-02,1,2503.96
SHIP4287,S208,W101,delivered,2025-10-15,,1,12655.8
SHIP4288,S215,W101,delayed,2025-06-26,2025-06-30,0,19414.14
SHIP4289,S211,W107,in_transit,2025-11-02,2025-11-04,4,8073.98
SHIP4290,S216,W102,delayed,2025-05-12,,1,13892.82
SHIP4291,S205,W107,delivered,2025-05-15,2025-05-24,4,10929.31
SHIP4292,S211,W101,delayed,2025-12-02,2025-12-09,4,7745.27
SHIP4293,S212,W100,delivered,2025-07-28,2025-07-31,5,15027.63
SHIP4294,S213,W105,delayed,2026-03-06,,0,16773.79
SHIP4295,S201,W105,delivered,2026-01-15,2026-01-23,0,18305.63
SHIP4296,S207,W103,delayed,2026-02-05,2026-02-11,2,13674.1
SHIP4297,S217,W108,in_transit,2025-07-15,2025-07-17,4,12986.56
SHIP4298,S218,W104,delivered,2025-07-14,2025-07-15,2,13913.51
SHIP4299,S202,W106,in_transit,2025-09-26,2025-10-01,0,16861.23
SHIP4300,S200,W109,delivered,2025-10-26,2025-10-29,5,18208.2
SHIP4301,S204,W104,in_transit,2025-12-04,2025-12-10,0,5558.56
SHIP4302,S211,W105,delivered,2025-10-07,,4,15585.02
SHIP4303,S218,W108,delivered,2025-08-19,2025-08-27,2,1791.22
SHIP4304,S202,W101,in_transit,2026-04-12,2026-04-15,1,11576.87
SHIP4305,S213,W104,delivered,2026-02-23,2026-02-28,4,19959.39
SHIP4306,S201,W107,in_transit,2026-01-23,2026-01-31,2,8983.53
SHIP4307,S219,W100,delivered,2025-06-17,2025-06-24,1,17008.16
SHIP4308,S217,W109,in_transit,2026-03-13,2026-03-18,2,10450.06
