product_id,product_name,category,brand,cost_price,selling_price,currency,supplier_id,product_status,launch_date,expiry_date,weight,dimensions,reorder_level,last_updated
P1084,Doctor,Electronics>Mobile>Accessories,Boat,33444.26,55138.05,INR,S209,discontinued,2023-08-16,,2.32,39x36x5,129,2025-04-23
P1085,Fine,Clothing>Men>Topwear,Boat,26418.52,16459.21,INR,S210,active,2024-12-25,2026-06-11,1.7,29x44x3,26,2025-06-29
P1086,Society,Grocery>Dairy>Milk,,4674.86,33442.72,INR,S202,active,2023-11-07,,0.29,45x19x9,75,2025-07-26
P1087,Agree,Clothing>Men>Topwear,Dell,40871.89,12459.01,INR,S208,inactive,2023-12-27,,3.78,35x40x9,13,2025-09-28
P1088,Never,Clothing>Men>Topwear,Nike,48526.02,26595.26,INR,S207,inactive,2024-07-27,2026-08-11,2.64,34x24x7,62,2026-02-05
P1089,Pattern,Grocery>Dairy>Milk,,34827.81,28027.91,INR,S204,active,2023-09-02,,2.67,9x25x1,123,2025-08-12
P1090,Police,Grocery>Dairy>Milk,Boat,41023.01,68596.07,INR,S201,discontinued,2024-02-05,,1.63,30x15x2,35,2026-03-15
P1091,Finish,Clothing>Men>Topwear,Nike,13209.25,42151.19,INR,S202,active,2024-06-14,2027-04-01,4.91,29x35x10,169,2025-08-25
P1092,Computer,Electronics>Mobile>Accessories,,25233.19,28736.66,INR,S205,inactive,2024-03-16,,3.47,43x49x9,158,2025-10-14
P1093,Rich,Electronics>Mobile>Accessories,Dell,15501.15,32617.07,INR,S201,inactive,2023-05-23,2027-03-21,2.55,28x42x2,46,2025-09-17
P1094,Office,Clothing>Men>Topwear,Boat,9427.81,34613.06,INR,S201,active,2023-06-21,2026-04-24,2.81,7x39x6,111,2025-11-12
P1095,Else,Electronics>Mobile>Accessories,Boat,22354.9,6701.66,INR,S210,inactive,2023-11-18,,2.19,8x17x5,148,2025-05-13
P1096,Beat,Clothing>Men>Topwear,Dell,17306.03,69658.02,INR,S202,active,2024-01-06,2027-02-27,3.95,27x14x1,103,2026-02-14
P1097,Local,Grocery>Dairy>Milk,,1521.24,3499.9,INR,S206,discontinued,2024-09-26,,3.32,12x43x10,171,2025-10-18
P1098,Figure,Grocery>Dairy>Milk,,45293.59,45240.34,INR,S203,discontinued,2024-12-15,,0.54,28x32x10,119,2025-12-16
P1099,Past,Clothing>Men>Topwear,Boat,29621.05,6184.23,INR,S207,inactive,2023-05-22,,1.63,41x42x9,176,2025-09-05
P1100,Good,Grocery>Dairy>Milk,Nike,40477.48,65676.36,INR,S207,inactive,2023-05-12,2026-07-13,1.68,49x18x2,88,2025-10-29
P1101,Agency,Electronics>Mobile>Accessories,Dell,3052.68,17464.96,INR,S202,active,2023-12-30,2026-06-10,1.11,20x37x4,82,2026-03-27
P1102,Field,Grocery>Dairy>Milk,Boat,22281.35,68925.91,INR,S205,discontinued,2023-09-03,,0.25,38x47x3,123,2025-08-18
P1103,Tree,Clothing>Men>Topwear,Nike,1601.93,25607.58,INR,S210,inactive,2024-08-18,2027-01-17,0.61,15x45x4,32,2025-08-01
P1104,Affect,Clothing>Men>Topwear,,4835.19,43863.73,INR,S201,active,2024-04-17,,3.65,11x12x3,154,2026-03-25
P1105,Why,Grocery>Dairy>Milk,Dell,29716.18,61669.67,INR,S203,active,2024-02-03,,1.48,10x5x6,107,2025-12-02
P1106,May,Clothing>Men>Topwear,,10009.73,34044.3,INR,S207,inactive,2024-08-07,,2.56,46x30x9,57,2025-11-08
P1107,Piece,Electronics>Mobile>Accessories,Dell,39465.53,15609.86,INR,S210,inactive,2023-04-30,,3.35,5x14x5,121,2025-09-06
P1108,Continue,Electronics>Mobile>Accessories,Boat,13610.75,29129.16,INR,S203,discontinued,2024-11-07,2027-01-28,2.01,17x47x1,32,2025-07-26
P1109,Adult,Grocery>Dairy>Milk,Boat,33545.06,52502.28,INR,S207,active,2024-08-20,,0.96,42x15x2,81,2025-09-03
P1110,Population,Clothing>Men>Topwear,Nike,34049.97,15924.34,INR,S210,discontinued,2024-02-24,2026-10-14,4.57,31x23x9,13,2026-01-27
P1111,Physical,Electronics>Mobile>Accessories,,20861.2,53024.11,INR,S203,inactive,2025-02-13,,4.12,21x46x9,48,2026-02-20
P1112,Else,Clothing>Men>Topwear,Boat,32930.14,17600.01,INR,S202,active,2024-07-16,,1.94,20x35x9,85,2025-12-29
P1113,Lot,Clothing>Men>Topwear,,4676.38,60385.17,INR,S207,active,2023-12-07,2027-04-15,3.34,44x27x4,11,2025-05-12
P1114,Ever,Clothing>Men>Topwear,Boat,32786.7,54071.62,INR,S207,active,2025-01-13,,4.68,30x6x9,20,2025-09-16
P1115,Note,Clothing>Men>Topwear,Dell,11659.06,26022.93,INR,S202,discontinued,2025-02-25,,4.7,26x40x6,146,2025-12-29
P1116,Prove,Clothing>Men>Topwear,Nike,17272.42,33658.58,INR,S203,active,2024-07-09,2026-06-23,2.42,35x15x9,22,2026-02-26
P1117,East,Grocery>Dairy>Milk,Nike,40851.83,9177.3,INR,S204,inactive,2025-04-14,2026-10-17,4.58,5x45x8,70,2026-03-18
P1118,Assume,Clothing>Men>Topwear,,15248.42,58078.85,INR,S201,inactive,2023-05-06,,0.14,8x20x3,156,2025-09-22
P1119,Wrong,Electronics>Mobile>Accessories,Dell,46616.99,68960.57,INR,S201,inactive,2023-07-13,2026-08-06,4.99,37x14x3,186,2025-06-11
P1120,Animal,Grocery>Dairy>Milk,Nike,19720.96,21501.08,INR,S209,active,2025-01-13,,4.5,34x49x4,164,2025-12-24
P1121,Hotel,Clothing>Men>Topwear,,15794.53,7691.73,INR,S204,active,2023-05-29,2027-03-07,0.8,13x18x5,146,2025-08-13
P1122,Food,Clothing>Men>Topwear,Nike,39985.15,54642.56,INR,S207,discontinued,2023-11-04,,1.7,33x32x6,127,2026-03-13
P1123,Morning,Clothing>Men>Topwear,,3006.34,68728.06,INR,S202,active,2024-11-04,,2.16,10x49x1,175,2026-04-13
P1124,Which,Grocery>Dairy>Milk,,19983.81,28897.82,INR,S210,inactive,2023-09-08,2026-07-30,2.03,7x47x7,180,2025-07-24
P1125,Bed,Grocery>Dairy>Milk,Dell,44701.37,66763.74,INR,S203,inactive,2024-12-31,2026-08-29,4.74,38x20x10,90,2025-08-19
P1126,Radio,Grocery>Dairy>Milk,,29032.33,20063.66,INR,S201,inactive,2023-12-16,,2.37,29x5x2,149,2026-03-19
P1127,Program,Grocery>Dairy>Milk,,43982.32,5500.89,INR,S210,active,2023-10-19,,1.06,30x22x10,164,2026-02-14
P1128,Feel,Clothing>Men>Topwear,Nike,16168.36,58044.95,INR,S208,active,2024-04-20,2026-05-11,3.46,32x20x1,168,2025-10-24
P1129,Author,Electronics>Mobile>Accessories,Boat,44443.76,44415.06,INR,S207,inactive,2023-06-02,,2.88,26x31x3,51,2026-03-26
P1130,Speech,Clothing>Men>Topwear,Boat,37365.16,28080.58,INR,S206,active,2023-06-02,,0.52,27x29x1,119,2025-10-10
P1131,Over,Clothing>Men>Topwear,Boat,40225.72,12866.43,INR,S207,active,2023-11-01,,0.26,32x18x1,79,2026-03-10
P1132,Should,Grocery>Dairy>Milk,Nike,33959.6,14467.45,INR,S210,active,2024-09-04,,1.91,39x16x4,36,2025-08-12
P1133,Western,Clothing>Men>Topwear,,2263.44,68124.09,INR,S208,active,2023-11-15,2026-05-15,3.71,18x35x1,159,2025-06-25
P1134,Himself,Clothing>Men>Topwear,Nike,27809.77,10654.48,INR,S201,discontinued,2024-10-10,,1.14,33x19x3,36,2025-10-19
P1135,Executive,Clothing>Men>Topwear,Dell,38553.1,47034.15,INR,S210,discontinued,2023-09-23,2026-08-13,4.88,45x23x1,182,2025-08-06
P1136,Live,Grocery>Dairy>Milk,Dell,15824.59,6545.82,INR,S207,active,2023-11-18,,3.37,10x5x1,60,2025-09-23
P1137,Career,Clothing>Men>Topwear,Boat,26131.68,62920.25,INR,S207,discontinued,2023-12-02,,1.96,31x11x1,12,2025-12-05
P1138,Floor,Grocery>Dairy>Milk,,22397.08,986.76,INR,S210,discontinued,2024-02-15,,2.87,7x32x9,118,2025-08-19
P1139,While,Clothing>Men>Topwear,Boat,8981.48,62249.63,INR,S204,inactive,2024-08-19,2026-09-02,2.55,29x34x9,185,2025-11-30
P1140,Office,Grocery>Dairy>Milk,Dell,27829.61,23848.5,INR,S205,active,2024-10-10,,0.93,24x17x2,132,2025-08-13
P1141,Determine,Grocery>Dairy>Milk,Boat,14779.38,45145.78,INR,S202,active,2023-12-30,,0.9,14x32x9,127,2025-10-01
P1142,Or,Electronics>Mobile>Accessories,Nike,42531.4,66636.84,INR,S210,discontinued,2024-10-01,,4.97,13x48x10,145,2026-04-11
P1143,Decade,Clothing>Men>Topwear,,42078.0,27422.71,INR,S205,active,2024-08-20,,0.46,33x18x10,82,2025-08-02
P1144,Message,Grocery>Dairy>Milk,,42607.05,28649.88,INR,S205,discontinued,2023-09-26,,4.31,19x49x9,52,2025-12-26
P1145,Paper,Clothing>Men>Topwear,Dell,42065.08,28273.65,INR,S202,discontinued,2024-04-10,2026-04-20,4.07,49x39x3,131,2025-04-17
P1146,Through,Electronics>Mobile>Accessories,Boat,33669.77,2010.98,INR,S202,inactive,2023-08-09,,2.46,28x5x3,55,2026-02-10
P1147,American,Electronics>Mobile>Accessories,Boat,35771.51,8709.28,INR,S207,discontinued,2024-11-08,,1.72,50x24x4,42,2025-11-30
P1148,Other,Clothing>Men>Topwear,,2789.48,47475.58,INR,S208,active,2024-02-03,,2.64,6x34x7,144,2026-03-27
P1149,Middle,Electronics>Mobile>Accessories,,37213.63,12404.17,INR,S201,active,2025-03-21,,2.35,38x22x9,118,2025-12-23
P1150,Notice,Electronics>Mobile>Accessories,Nike,15722.36,32147.53,INR,S210,inactive,2025-02-05,,1.28,35x16x3,79,2025-05-29
P1151,Cup,Electronics>Mobile>Accessories,Dell,38086.58,19143.82,INR,S206,inactive,2023-07-18,,4.63,36x40x9,178,2025-08-06
P1152,Order,Electronics>Mobile>Accessories,Nike,26365.77,14764.37,INR,S208,inactive,2023-09-04,,2.17,35x47x10,155,2026-01-01
P1153,Lawyer,Clothing>Men>Topwear,Boat,2593.27,65102.29,INR,S210,inactive,2023-12-15,,3.18,36x6x5,38,2025-06-16
P1154,Watch,Electronics>Mobile>Accessories,Dell,17378.56,31586.47,INR,S209,active,2023-12-31,2026-07-20,0.56,41x13x7,67,2025-04-18
P1155,Morning,Grocery>Dairy>Milk,Boat,26327.82,43206.06,INR,S208,inactive,2024-04-25,,3.35,49x46x10,151,2026-03-13
P1156,Toward,Electronics>Mobile>Accessories,Boat,5013.75,32213.18,INR,S206,active,2024-11-16,,3.02,27x24x3,12,2026-04-10
P1157,Fight,Electronics>Mobile>Accessories,Nike,49370.46,55434.43,INR,S203,discontinued,2024-01-13,,3.73,11x7x1,28,2026-01-03
P1158,Financial,Clothing>Men>Topwear,Nike,40450.98,2966.93,INR,S203,active,2024-01-20,,3.71,45x9x4,97,2025-11-16
P1159,Chair,Electronics>Mobile>Accessories,,45900.63,18125.15,INR,S206,inactive,2024-02-23,,4.6,40x8x8,122,2025-10-22
P1160,Bad,Electronics>Mobile>Accessories,Boat,16178.34,34218.02,INR,S207,active,2025-01-05,,4.32,16x46x2,116,2025-06-13
P1161,Who,Clothing>Men>Topwear,Dell,1018.45,37128.0,INR,S203,discontinued,2023-05-10,2026-09-12,2.38,25x11x8,107,2026-03-19
P1162,Type,Electronics>Mobile>Accessories,Nike,28991.61,49996.83,INR,S205,inactive,2024-07-24,,3.88,39x30x1,34,2025-12-18
P1163,Whether,Clothing>Men>Topwear,Dell,46843.89,52094.81,INR,S203,discontinued,2023-07-15,2026-10-07,1.55,47x23x1,155,2025-12-16
P1164,Mrs,Grocery>Dairy>Milk,Boat,42109.36,12489.21,INR,S204,discontinued,2024-03-05,,3.38,46x44x2,138,2025-10-10
P1165,Site,Electronics>Mobile>Accessories,,10331.12,26375.22,INR,S210,active,2023-10-12,,1.35,8x31x5,110,2025-05-25
P1166,Decade,Electronics>Mobile>Accessories,Boat,10666.83,55735.24,INR,S210,discontinued,2024-09-18,,3.83,18x25x8,189,2026-03-05
P1167,View,Electronics>Mobile>Accessories,Dell,40912.25,67865.15,INR,S209,active,2025-01-05,2026-12-19,4.35,21x17x4,123,2026-04-09
P1168,Trip,Grocery>Dairy>Milk,Boat,28660.57,14775.71,INR,S209,active,2023-12-25,,3.88,12x20x2,92,2026-01-04
P1169,Back,Electronics>Mobile>Accessories,Boat,14091.4,40736.08,INR,S207,active,2024-02-20,,0.11,8x39x7,17,2025-07-07
P1170,Within,Grocery>Dairy>Milk,Nike,44854.82,44802.49,INR,S203,inactive,2024-10-03,,4.04,50x43x3,78,2026-02-25
P1171,Trial,Grocery>Dairy>Milk,Nike,32535.12,22136.58,INR,S205,discontinued,2023-05-05,2027-03-21,4.99,33x33x8,10,2025-09-26
P1172,South,Grocery>Dairy>Milk,,22092.18,51696.64,INR,S206,discontinued,2023-09-08,,4.65,38x46x7,180,2025-10-02
P1173,Wind,Clothing>Men>Topwear,Boat,541.35,38616.91,INR,S205,discontinued,2024-05-07,,3.42,20x27x7,187,2025-07-11
P1174,Experience,Electronics>Mobile>Accessories,Nike,43846.32,26397.52,INR,S206,inactive,2024-07-24,,3.64,29x34x1,144,2025-11-05
P1175,Experience,Clothing>Men>Topwear,,8968.75,67329.13,INR,S201,active,2023-10-03,,4.85,38x7x10,44,2026-03-23
P1176,Family,Clothing>Men>Topwear,,24788.3,63711.14,INR,S205,active,2024-03-11,,2.29,50x43x9,56,2025-07-10
P1177,Player,Clothing>Men>Topwear,Nike,37292.4,59994.17,INR,S202,active,2024-05-03,,0.37,33x12x9,105,2025-08-12
P1178,Or,Electronics>Mobile>Accessories,Nike,960.8,19993.13,INR,S205,active,2024-02-18,,4.15,5x29x5,176,2025-07-03
P1179,Easy,Clothing>Men>Topwear,Nike,47505.77,51909.28,INR,S206,active,2025-03-28,,2.12,44x50x3,57,2026-01-14
P1180,Own,Clothing>Men>Topwear,Nike,5145.67,2121.73,INR,S206,inactive,2023-07-10,,1.22,20x5x10,29,2025-06-07
P1181,Everyone,Electronics>Mobile>Accessories,Dell,15492.01,40376.89,INR,S206,discontinued,2023-06-09,,2.58,29x38x6,90,2026-02-12
P1182,Evidence,Grocery>Dairy>Milk,Boat,1910.19,66755.81,INR,S206,inactive,2024-10-14,2026-10-16,2.41,15x12x3,67,2025-09-03
P1183,These,Electronics>Mobile>Accessories,Dell,14168.38,50434.78,INR,S210,inactive,2023-11-03,,2.44,34x8x2,84,2026-03-14
P1184,Memory,Grocery>Dairy>Milk,Boat,38696.44,18973.22,INR,S201,discontinued,2024-08-02,,2.53,26x43x1,111,2025-08-22
P1185,Seem,Electronics>Mobile>Accessories,Nike,42330.71,20303.15,INR,S208,active,2024-05-12,,0.81,8x11x7,177,2026-02-24
P1186,Though,Clothing>Men>Topwear,Dell,29723.42,13070.35,INR,S209,discontinued,2023-10-18,,4.58,23x35x3,32,2025-06-27
P1187,Return,Clothing>Men>Topwear,Boat,9493.73,34967.14,INR,S208,discontinued,2023-07-21,2026-12-07,0.21,21x16x2,149,2025-08-18
P1188,Necessary,Grocery>Dairy>Milk,Nike,11324.18,66070.4,INR,S205,inactive,2023-09-18,,2.96,44x41x8,171,2025-04-18
P1189,Write,Grocery>Dairy>Milk,Boat,7440.49,27430.64,INR,S202,inactive,2024-03-28,,0.8,11x16x1,75,2025-10-14
P1190,Suddenly,Electronics>Mobile>Accessories,Boat,17420.14,7075.46,INR,S201,inactive,2023-06-28,,2.24,17x31x8,149,2025-05-04
P1191,Important,Electronics>Mobile>Accessories,Nike,36319.49,8448.13,INR,S209,discontinued,2025-03-01,,0.71,16x27x5,86,2025-11-06
P1192,Thousand,Electronics>Mobile>Accessories,Boat,25285.33,17454.23,INR,S210,inactive,2023-06-23,,0.85,32x7x4,192,2026-01-13
P1193,Pattern,Grocery>Dairy>Milk,Dell,1479.99,38174.43,INR,S203,active,2024-02-08,,4.14,46x43x3,98,2025-12-28
P1194,Result,Clothing>Men>Topwear,,6053.5,25999.54,INR,S203,active,2024-04-25,2026-07-07,2.39,12x26x8,28,2026-03-10
P1195,Modern,Clothing>Men>Topwear,Dell,2292.24,27752.66,INR,S208,discontinued,2024-08-03,,1.77,28x13x6,197,2025-07-12
P1196,Different,Grocery>Dairy>Milk,Dell,39167.3,57103.0,INR,S203,inactive,2023-09-21,,2.85,9x20x10,161,2026-02-24
P1197,Dream,Clothing>Men>Topwear,Boat,18556.21,65740.91,INR,S202,discontinued,2024-08-09,2026-09-21,0.22,48x6x3,43,2026-04-14
P1198,Morning,Grocery>Dairy>Milk,Dell,10633.31,426.99,INR,S201,inactive,2024-05-07,,4.5,26x5x7,193,2026-02-07
P1199,Career,Grocery>Dairy>Milk,Dell,132.91,60565.98,INR,S204,active,2024-05-13,,2.19,38x21x4,183,2025-08-19
P1200,Individual,Electronics>Mobile>Accessories,Dell,13772.28,42674.41,INR,S201,active,2024-01-02,,1.94,15x13x3,174,2025-07-08
P1201,Daughter,Electronics>Mobile>Accessories,Nike,37010.01,38780.38,INR,S202,active,2023-12-16,,2.54,33x43x4,197,2025-05-11
P1202,Feel,Clothing>Men>Topwear,Boat,7095.89,69894.63,INR,S210,active,2023-06-09,,3.04,24x46x4,134,2025-08-29
P1203,Onto,Grocery>Dairy>Milk,Dell,8786.25,54921.24,INR,S205,discontinued,2023-04-21,2026-04-22,0.61,33x38x9,34,2025-08-26
P1204,Partner,Clothing>Men>Topwear,,21665.78,42509.23,INR,S207,discontinued,2024-05-01,2026-10-06,2.05,35x29x4,60,2025-05-08
P1205,Customer,Electronics>Mobile>Accessories,Nike,30874.12,56560.72,INR,S202,inactive,2024-08-22,2027-02-14,2.4,46x24x6,185,2025-11-25
P1206,Since,Grocery>Dairy>Milk,Boat,19830.55,22246.09,INR,S206,active,2024-08-26,2027-03-19,1.56,12x26x9,22,2025-11-19
P1207,Event,Clothing>Men>Topwear,,9852.86,734.84,INR,S209,inactive,2024-11-02,,2.62,18x27x8,134,2026-03-19
P1208,Carry,Clothing>Men>Topwear,Dell,41571.42,41591.61,INR,S201,discontinued,2024-12-19,,2.49,47x10x2,168,2025-11-13
P1209,Number,Grocery>Dairy>Milk,,46595.71,12436.36,INR,S204,discontinued,2024-05-11,,4.46,35x6x3,134,2026-03-14
P1210,Machine,Grocery>Dairy>Milk,Nike,34738.68,34284.3,INR,S209,inactive,2024-07-08,,2.0,23x44x5,15,2026-02-15
P1211,Cup,Clothing>Men>Topwear,Boat,34696.58,14612.32,INR,S201,discontinued,2023-09-16,,0.78,15x22x8,192,2025-10-29
P1212,Happy,Clothing>Men>Topwear,Nike,36077.38,63005.07,INR,S207,discontinued,2024-12-10,,1.04,38x30x1,68,2025-07-19
P1213,Blue,Clothing>Men>Topwear,Boat,44518.42,9866.64,INR,S210,discontinued,2024-04-20,,1.64,31x50x4,76,2026-02-15
P1214,Cost,Grocery>Dairy>Milk,,13960.97,5639.44,INR,S208,discontinued,2023-11-28,,4.61,12x10x9,56,2025-09-17
P1215,Stop,Electronics>Mobile>Accessories,Boat,49521.1,35651.86,INR,S204,active,2023-10-13,2026-09-16,0.7,43x48x4,144,2025-12-07
P1216,Exist,Grocery>Dairy>Milk,,6392.5,15471.25,INR,S210,inactive,2024-10-04,,3.14,10x49x2,81,2025-08-18
P1217,These,Clothing>Men>Topwear,Dell,29575.99,68186.16,INR,S205,active,2023-12-20,,1.94,13x22x4,152,2025-05-31
P1218,Me,Electronics>Mobile>Accessories,Dell,42692.81,18884.91,INR,S207,inactive,2024-12-07,,2.87,26x44x9,193,2025-09-25
P1219,Put,Grocery>Dairy>Milk,Nike,25077.84,32993.93,INR,S204,active,2025-01-19,2027-03-18,1.42,23x33x5,164,2025-08-01
P1220,Course,Grocery>Dairy>Milk,,26846.19,11114.93,INR,S208,discontinued,2024-02-20,2026-07-27,0.84,39x32x2,123,2025-05-28
P1221,Large,Grocery>Dairy>Milk,,28893.89,53490.51,INR,S207,discontinued,2024-08-03,2027-03-30,4.72,29x26x3,105,2025-08-03
P1222,Personal,Grocery>Dairy>Milk,Boat,4465.63,37319.97,INR,S207,active,2024-08-04,,1.77,37x6x6,61,2026-02-23
P1223,Marriage,Grocery>Dairy>Milk,,39848.89,37825.83,INR,S204,inactive,2024-07-25,2026-12-28,0.7,47x15x6,183,2025-08-26
P1224,There,Grocery>Dairy>Milk,,2078.69,10247.95,INR,S206,discontinued,2024-10-25,2026-12-21,3.11,47x48x9,98,2026-01-13
P1225,Back,Clothing>Men>Topwear,Boat,38119.37,51913.77,INR,S203,active,2023-08-15,,2.96,34x47x10,151,2026-01-15
P1226,Represent,Grocery>Dairy>Milk,,4712.75,45553.38,INR,S210,active,2024-02-10,,1.65,13x9x1,27,2025-10-06
P1227,Protect,Grocery>Dairy>Milk,,12180.81,64811.33,INR,S208,discontinued,2023-11-14,,1.26,34x8x6,25,2025-08-26
P1228,Term,Clothing>Men>Topwear,Dell,22584.71,49128.12,INR,S207,discontinued,2024-09-07,2026-09-29,4.08,28x21x1,24,2026-02-26
P1229,Board,Electronics>Mobile>Accessories,Dell,9174.7,63690.28,INR,S208,active,2023-12-14,,1.35,13x30x3,163,2025-05-03
P1230,Current,Grocery>Dairy>Milk,Nike,45628.59,40205.42,INR,S209,discontinued,2023-08-27,,4.28,18x39x10,116,2025-12-20
P1231,Meet,Clothing>Men>Topwear,Nike,44210.3,34367.22,INR,S207,inactive,2024-08-15,,1.26,47x31x4,142,2026-02-20
P1232,Fine,Electronics>Mobile>Accessories,Nike,38850.8,47114.18,INR,S204,active,2025-01-29,,3.23,40x48x5,148,2025-09-22
P1233,Interview,Clothing>Men>Topwear,Boat,19821.4,27640.82,INR,S201,inactive,2023-11-09,,2.74,6x18x1,29,2025-09-11
P1234,Inside,Electronics>Mobile>Accessories,Nike,44612.06,42280.44,INR,S204,active,2025-02-14,,1.48,50x40x1,155,2025-10-24
P1235,Really,Grocery>Dairy>Milk,Boat,17138.75,8700.4,INR,S207,discontinued,2024-10-29,,2.63,12x50x1,29,2026-01-11
P1236,Great,Electronics>Mobile>Accessories,Boat,18477.69,11451.38,INR,S204,discontinued,2024-05-18,,2.9,29x33x7,154,2025-05-23
P1237,Source,Grocery>Dairy>Milk,Nike,42871.53,32041.3,INR,S203,inactive,2023-08-29,,4.89,26x37x2,146,2026-03-02
P1238,Those,Clothing>Men>Topwear,Boat,16483.89,10302.64,INR,S203,inactive,2024-03-21,2026-06-09,3.03,10x35x3,143,2025-12-26
P1239,Relationship,Clothing>Men>Topwear,Dell,3930.86,39439.0,INR,S202,active,2024-07-07,,3.06,5x18x7,70,2025-07-25
P1240,Brother,Electronics>Mobile>Accessories,Nike,1491.18,64453.26,INR,S204,discontinued,2023-11-02,,2.4,44x19x4,46,2026-02-13
P1241,On,Electronics>Mobile>Accessories,Nike,15570.6,55958.43,INR,S208,inactive,2023-12-30,,0.35,29x29x5,32,2026-01-07
P1242,Decade,Grocery>Dairy>Milk,Boat,11481.35,57027.94,INR,S207,discontinued,2023-10-01,,3.83,25x40x9,34,2025-12-28
P1243,Popular,Electronics>Mobile>Accessories,Dell,40487.02,11451.07,INR,S201,inactive,2024-05-19,,0.81,31x39x5,97,2025-05-11
P1244,Sure,Electronics>Mobile>Accessories,Dell,46830.07,28075.65,INR,S209,inactive,2024-05-29,2027-04-15,4.12,16x6x4,96,2025-11-08
P1245,Follow,Grocery>Dairy>Milk,Nike,15879.91,61028.5,INR,S204,discontinued,2024-01-27,2026-08-02,0.61,7x40x7,75,2025-05-14
P1246,Phone,Clothing>Men>Topwear,Dell,37176.9,64671.01,INR,S209,active,2023-08-10,2027-01-01,2.28,14x27x9,108,2025-10-08
P1247,No,Grocery>Dairy>Milk,Dell,7340.0,57267.44,INR,S209,inactive,2024-12-24,2027-01-01,1.89,37x33x10,133,2025-05-24
P1248,Subject,Grocery>Dairy>Milk,Dell,36780.33,44543.75,INR,S209,discontinued,2023-08-08,2026-05-19,2.36,37x23x8,109,2025-10-23
P1249,Raise,Electronics>Mobile>Accessories,,9983.96,36923.87,INR,S208,discontinued,2024-01-02,2026-12-22,2.57,14x7x1,89,2025-07-31
P1250,Away,Grocery>Dairy>Milk,Boat,1467.75,52586.03,INR,S207,inactive,2024-07-21,,1.66,20x15x2,22,2025-12-25
P1251,Well,Electronics>Mobile>Accessories,Nike,47960.1,20393.9,INR,S208,inactive,2023-05-13,,3.3,37x27x3,149,2025-10-29
P1252,Night,Electronics>Mobile>Accessories,Boat,1740.83,42523.99,INR,S209,inactive,2025-03-03,,2.5,28x44x7,26,2025-05-13
P1253,Professional,Electronics>Mobile>Accessories,Boat,13947.95,30121.87,INR,S209,discontinued,2024-01-14,,0.61,21x21x1,86,2025-05-24
P1254,Mention,Grocery>Dairy>Milk,,17691.91,59673.88,INR,S207,active,2024-03-07,,4.7,14x25x9,110,2025-10-02
P1255,Ever,Clothing>Men>Topwear,,7114.91,56079.59,INR,S205,active,2024-08-08,,4.14,11x49x3,189,2026-03-23
P1256,Deal,Grocery>Dairy>Milk,Nike,22445.29,44039.46,INR,S207,inactive,2023-10-01,,4.02,10x6x8,61,2025-09-19
P1257,Film,Electronics>Mobile>Accessories,Nike,39409.24,26920.51,INR,S209,active,2024-05-02,2026-09-30,1.82,44x26x8,75,2026-02-01
P1258,Often,Electronics>Mobile>Accessories,Nike,34040.79,12874.93,INR,S206,inactive,2023-09-11,2027-01-27,4.64,45x10x6,84,2026-03-09
P1259,Whether,Electronics>Mobile>Accessories,Dell,27199.45,39010.37,INR,S208,inactive,2023-10-17,2027-03-21,0.28,13x18x1,197,2026-01-14
P1260,Talk,Electronics>Mobile>Accessories,,39646.09,12348.02,INR,S204,active,2024-06-25,2027-03-02,0.14,5x43x4,195,2025-09-24
P1261,Professional,Electronics>Mobile>Accessories,Boat,42675.84,6863.62,INR,S209,discontinued,2023-08-14,,2.1,13x50x4,100,2025-08-23
P1262,Hotel,Electronics>Mobile>Accessories,Boat,49366.8,10868.0,INR,S205,inactive,2024-02-03,2026-07-13,1.28,41x21x1,174,2026-03-08
P1263,Box,Grocery>Dairy>Milk,Boat,36265.8,22058.52,INR,S201,inactive,2023-07-08,2026-09-03,3.08,23x9x2,34,2025-12-19
P1264,Draw,Electronics>Mobile>Accessories,Nike,15658.52,60377.36,INR,S207,inactive,2023-06-22,,4.19,7x41x5,187,2025-05-11
P1265,Physical,Electronics>Mobile>Accessories,Dell,4082.7,33054.71,INR,S203,inactive,2023-10-15,,2.45,7x41x7,115,2025-07-20
P1266,Laugh,Grocery>Dairy>Milk,Nike,43605.0,17380.1,INR,S210,discontinued,2023-12-10,,1.35,37x10x7,117,2025-08-25
P1267,Short,Electronics>Mobile>Accessories,Nike,17346.3,61964.36,INR,S207,active,2024-01-02,2027-01-05,0.9,14x28x6,65,2025-09-04
P1268,Front,Clothing>Men>Topwear,Nike,37473.53,5174.9,INR,S206,inactive,2023-06-15,2026-07-24,4.37,24x16x7,169,2026-04-07
P1269,Even,Electronics>Mobile>Accessories,Nike,19664.36,28938.69,INR,S210,active,2025-02-08,2026-07-23,1.34,29x21x2,86,2025-11-17
P1270,Onto,Electronics>Mobile>Accessories,,18730.14,61272.6,INR,S210,inactive,2024-11-19,,4.63,41x48x3,79,2025-10-22
P1271,Grow,Electronics>Mobile>Accessories,Boat,26130.98,54428.24,INR,S209,active,2024-02-06,,1.13,50x44x5,82,2026-04-06
P1272,Record,Electronics>Mobile>Accessories,Boat,26686.12,42778.65,INR,S204,inactive,2024-08-14,2027-03-24,3.85,40x9x5,166,2026-03-12
