inventory_id,product_id,warehouse_id,batch_id,stock_quantity,reserved_quantity,damaged_quantity,last_restock_date,last_updated
I8092,P1266,W103,B32,86,13,14,2025-06-22,2025-05-12
I8093,P1160,W108,B83,3712,113,0,2025-09-19,2025-12-30
I8094,P1049,W101,B44,3360,197,7,2025-10-11,2025-09-19
I8095,P1318,W107,B67,-10,42,40,2025-12-28,2026-01-24
I8096,P1383,W109,B81,-10,126,21,2025-06-12,2025-12-18
I8097,P1227,W108,B12,1086,55,39,2026-02-26,2025-08-24
I8098,P1443,W106,B54,3849,68,30,2025-07-09,2025-06-28
I8099,P1485,W105,B70,3229,74,23,2025-09-18,2025-10-06
I8100,P1050,W101,B70,-10,60,37,2026-03-28,2026-02-08
I8101,P1032,W108,B94,-10,45,11,2025-11-26,2026-04-07
I8102,P1070,W104,B55,1529,110,50,2025-09-10,2025-04-19
I8103,P1436,W108,B95,2070,170,44,2025-11-19,2025-04-18
I8104,P1472,W107,B31,-10,24,9,2025-12-17,2025-06-28
I8105,P1234,W101,B48,3580,60,29,2026-04-15,2025-06-08
I8106,P1027,W104,B99,-10,8,8,2026-03-29,2026-02-20
I8107,P1282,W104,B26,497,111,42,2026-01-06,2025-05-27
I8108,P1110,W106,B29,-10,138,30,2025-08-03,2025-05-17
I8109,P1129,W108,B5,-10,128,12,2025-11-27,2025-08-06
I8110,P1271,W104,B74,857,31,9,2025-09-03,2025-11-26
I8111,P1070,W108,B44,1528,67,14,2025-06-12,2026-01-31
I8112,P1399,W104,B32,4612,37,23,2025-09-03,2026-01-30
I8113,P1313,W102,B13,-10,39,4,2025-06-14,2026-03-27
I8114,P1056,W100,B81,-10,62,44,2026-04-09,2025-05-01
I8115,P1111,W105,B66,1294,172,0,2026-03-22,2025-06-24
I8116,P1045,W106,B98,564,148,28,2026-03-07,2026-04-07
I8117,P1442,W105,B98,-10,60,5,2026-02-12,2025-05-25
I8118,P1119,W102,B56,2843,189,43,2025-12-06,2026-01-28
I8119,P1099,W106,B79,-10,57,32,2026-02-11,2025-06-24
I8120,P1134,W100,B89,1538,11,6,2026-02-12,2025-09-22
I8121,P1242,W100,B72,1634,100,39,2025-05-11,2025-10-04
I8122,P1116,W100,B69,-10,168,18,2025-10-25,2025-05-14
I8123,P1319,W106,B63,4310,87,11,2026-03-14,2025-08-28
I8124,P1002,W109,B53,4069,150,24,2026-01-05,2025-11-27
I8125,P1069,W108,B21,4178,116,21,2025-12-23,2026-02-01
I8126,P1350,W106,B90,4216,3,41,2025-10-23,2025-12-22
I8127,P1493,W102,B74,-10,119,29,2026-01-12,2025-09-01
I8128,P1277,W102,B19,4104,61,41,2025-05-06,2025-06-15
I8129,P1247,W104,B47,-10,134,20,2025-09-03,2026-01-26
I8130,P1486,W109,B51,3085,85,32,2026-03-13,2025-12-29
I8131,P1311,W109,B38,-10,156,15,2025-05-16,2025-11-27
I8132,P1100,W102,B73,3846,125,38,2025-05-12,2025-08-27
I8133,P1134,W107,B32,-10,177,29,2025-07-28,2025-05-24
I8134,P1067,W101,B44,1564,175,4,2025-06-20,2026-01-19
I8135,P1420,W103,B93,-10,105,37,2025-11-28,2025-06-28
I8136,P1202,W101,B94,3172,6,21,2025-07-03,2025-09-25
I8137,P1260,W105,B36,-10,111,16,2026-03-28,2025-04-24
I8138,P1170,W108,B97,-10,152,32,2025-08-23,2026-04-12
I8139,P1352,W108,B62,-10,183,3,2025-06-19,2026-03-27
I8140,P1190,W102,B69,598,41,0,2025-12-08,2025-05-17
I8141,P1449,W109,B43,-10,76,17,2025-08-11,2025-12-22
I8142,P1007,W101,B92,3950,191,39,2025-11-07,2025-09-21
I8143,P1388,W105,B67,-10,69,15,2026-02-03,2025-09-20
I8144,P1269,W109,B42,197,11,24,2025-09-23,2025-12-02
I8145,P1468,W108,B38,-10,46,4,2026-03-10,2025-06-03
I8146,P1110,W105,B69,-10,1,10,2025-12-22,2025-04-16
I8147,P1478,W107,B27,-10,183,1,2025-11-06,2025-10-29
I8148,P1049,W107,B77,1414,163,5,2025-11-03,2026-02-13
I8149,P1432,W108,B14,502,11,23,2025-09-27,2026-01-23
I8150,P1475,W100,B25,-10,173,23,2025-05-06,2025-05-21
I8151,P1401,W107,B58,4196,172,47,2025-04-18,2026-01-06
I8152,P1298,W105,B78,1960,75,34,2026-02-18,2025-11-23
I8153,P1383,W103,B59,4665,187,40,2025-06-11,2026-03-15
I8154,P1107,W105,B10,-10,133,22,2025-06-29,2025-12-01
I8155,P1487,W102,B62,3803,42,47,2026-03-27,2025-06-13
I8156,P1101,W107,B2,-10,153,38,2025-04-30,2025-05-03
I8157,P1099,W105,B56,-10,22,22,2025-10-25,2025-08-02
I8158,P1497,W109,B26,403,86,24,2025-05-06,2025-11-13
I8159,P1230,W108,B20,-10,186,4,2025-12-14,2026-02-06
I8160,P1382,W109,B48,-10,74,32,2025-12-10,2025-11-20
I8161,P1377,W102,B96,-10,80,24,2025-06-05,2025-11-02
I8162,P1233,W109,B50,-10,10,19,2025-06-14,2025-12-06
I8163,P1320,W102,B38,1021,86,5,2026-03-01,2025-08-16
I8164,P1068,W101,B87,386,178,25,2025-11-22,2025-12-04
I8165,P1018,W107,B33,3796,61,29,2025-06-04,2026-01-11
I8166,P1166,W107,B61,4001,194,13,2026-04-14,2025-09-14
I8167,P1023,W109,B23,2139,74,3,2025-09-01,2026-02-19
I8168,P1490,W105,B98,-10,17,38,2025-05-27,2025-07-04
I8169,P1399,W104,B67,-10,107,20,2026-01-31,2025-12-23
I8170,P1326,W108,B31,-10,24,3,2026-04-03,2025-09-11
I8171,P1223,W100,B44,3611,178,46,2025-10-04,2026-01-31
I8172,P1194,W101,B78,1757,44,3,2026-04-08,2025-10-10
I8173,P1424,W104,B96,2230,152,18,2025-09-07,2025-08-09
I8174,P1019,W102,B30,-10,60,35,2026-03-04,2026-01-30
I8175,P1225,W103,B3,4283,105,6,2025-06-05,2025-06-24
I8176,P1189,W108,B14,-10,112,47,2025-09-04,2026-01-22
I8177,P1326,W103,B35,-10,102,1,2025-09-20,2025-06-09
I8178,P1326,W107,B19,3054,8,30,2025-09-18,2025-10-09
I8179,P1301,W109,B97,-10,175,43,2025-05-12,2025-06-28
I8180,P1015,W102,B63,-10,26,44,2025-12-12,2025-12-31
I8181,P1392,W103,B91,3617,56,50,2025-10-07,2025-10-24
I8182,P1097,W104,B63,2307,122,17,2026-02-06,2025-08-30
I8183,P1017,W103,B85,1030,7,32,2025-06-29,2025-08-04
I8184,P1195,W101,B38,1097,164,29,2025-12-30,2025-11-01
I8185,P1041,W104,B68,-10,55,1,2025-05-19,2025-09-24
I8186,P1022,W105,B85,1414,14,12,2025-09-22,2026-01-26
I8187,P1014,W100,B89,-10,74,8,2026-02-04,2025-05-08
I8188,P1265,W109,B17,165,173,3,2025-10-15,2025-09-10
I8189,P1093,W105,B23,4914,61,21,2026-01-04,2025-12-31
I8190,P1300,W105,B86,-10,98,32,2025-11-02,2025-07-01
I8191,P1179,W101,B85,-10,184,36,2025-11-17,2025-11-04
I8192,P1144,W107,B27,-10,59,43,2025-11-06,2025-06-15
I8193,P1418,W103,B57,3605,60,36,2025-12-27,2025-11-28
I8194,P1096,W109,B65,1706,69,1,2026-02-02,2025-11-02
I8195,P1004,W109,B4,4960,185,3,2026-04-03,2026-03-30
I8196,P1482,W107,B38,3871,18,39,2026-02-11,2025-06-11
I8197,P1222,W109,B83,-10,35,47,2025-06-09,2025-09-12
I8198,P1388,W100,B29,4306,28,2,2025-04-16,2025-05-18
I8199,P1376,W101,B99,1607,67,8,2026-01-25,2026-04-07
I8200,P1195,W100,B27,-10,78,6,2026-03-23,2025-12-20
I8201,P1289,W105,B64,-10,122,8,2026-02-26,2026-03-19
I8202,P1299,W108,B78,-10,56,45,2026-03-31,2025-11-16
I8203,P1313,W103,B94,-10,118,14,2025-05-10,2025-06-23
I8204,P1413,W106,B69,664,57,34,2026-01-07,2025-09-28
I8205,P1155,W108,B94,2757,77,17,2025-07-07,2025-06-19
I8206,P1326,W106,B42,4380,96,16,2026-04-01,2025-07-09
I8207,P1065,W103,B53,2855,143,23,2025-07-06,2025-10-19
I8208,P1051,W103,B70,-10,123,17,2025-09-06,2025-10-02
I8209,P1033,W100,B29,3833,176,34,2025-05-25,2025-06-25
I8210,P1005,W106,B41,-10,100,20,2025-12-20,2025-12-02
I8211,P1107,W101,B65,995,134,18,2025-07-03,2025-10-01
I8212,P1261,W107,B96,813,38,9,2025-04-24,2025-05-19
I8213,P1283,W106,B20,83,152,13,2026-02-19,2026-02-26
I8214,P1361,W105,B52,2826,158,32,2025-08-01,2026-01-28
I8215,P1359,W100,B83,-10,31,8,2025-08-05,2025-11-22
I8216,P1377,W108,B2,3288,93,40,2025-11-19,2025-08-10
I8217,P1465,W107,B39,-10,53,36,2025-07-12,2025-09-18
I8218,P1254,W104,B66,575,22,19,2025-06-04,2026-03-08
I8219,P1152,W106,B14,-10,169,9,2025-12-10,2026-02-25
I8220,P1010,W102,B48,253,187,9,2025-12-21,2025-12-03
I8221,P1127,W100,B64,209,57,21,2025-10-04,2026-01-23
I8222,P1359,W107,B68,4772,135,2,2025-08-23,2026-04-11
I8223,P1056,W106,B3,-10,115,39,2025-10-15,2025-04-26
I8224,P1067,W106,B79,1398,143,50,2025-12-06,2025-10-17
I8225,P1300,W106,B6,1083,75,25,2025-12-10,2025-12-27
I8226,P1322,W106,B68,-10,23,0,2025-09-14,2025-08-13
I8227,P1345,W103,B83,-10,170,32,2026-04-02,2025-05-28
I8228,P1153,W107,B55,-10,10,36,2025-06-29,2026-01-02
I8229,P1068,W105,B46,-10,179,30,2026-01-29,2026-03-08
I8230,P1024,W104,B76,2307,149,38,2026-03-27,2025-09-17
I8231,P1088,W101,B12,-10,62,4,2026-03-17,2025-10-18
I8232,P1481,W109,B9,-10,73,2,2025-08-18,2026-01-29
I8233,P1179,W102,B64,-10,175,40,2025-12-27,2025-11-10
I8234,P1275,W106,B25,-10,188,30,2025-08-17,2026-02-19
I8235,P1442,W102,B93,4996,156,49,2025-07-13,2025-10-05
I8236,P1434,W101,B70,-10,154,27,2025-05-20,2025-06-24
I8237,P1352,W109,B23,4610,18,32,2025-06-07,2025-04-19
I8238,P1388,W107,B17,-10,77,38,2025-09-16,2025-10-11
I8239,P1303,W100,B53,2344,23,37,2026-01-19,2026-04-11
I8240,P1296,W107,B24,-10,44,27,2025-07-10,2025-10-04
I8241,P1086,W105,B83,4080,140,47,2025-06-02,2025-11-15
I8242,P1364,W103,B29,-10,15,32,2025-06-08,2026-02-02
I8243,P1145,W104,B94,4818,2,31,2026-02-26,2025-08-11
I8244,P1426,W104,B94,-10,5,6,2025-06-11,2025-09-27
I8245,P1249,W107,B26,2197,54,37,2025-08-10,2025-11-29
I8246,P1155,W108,B67,-10,107,11,2026-01-27,2025-06-16
I8247,P1147,W104,B41,-10,8,25,2025-05-08,2025-07-19
I8248,P1386,W107,B84,2616,57,17,2025-05-26,2025-06-23
I8249,P1407,W101,B2,1669,186,15,2025-08-17,2025-06-20
I8250,P1305,W104,B92,-10,31,0,2025-11-21,2026-01-17
I8251,P1336,W102,B47,2342,169,41,2025-06-11,2025-12-24
I8252,P1328,W103,B23,-10,191,3,2026-01-15,2025-11-04
I8253,P1014,W104,B49,-10,59,21,2025-11-26,2026-01-26
I8254,P1256,W107,B45,235,200,42,2026-02-20,2025-04-29
I8255,P1400,W100,B21,224,103,11,2025-11-09,2026-01-12
I8256,P1081,W102,B62,3220,180,20,2025-07-07,2025-08-03
I8257,P1484,W100,B41,4264,88,12,2025-12-10,2025-07-11
I8258,P1151,W108,B15,4165,46,49,2025-12-28,2025-11-17
I8259,P1250,W108,B43,-10,91,44,2025-06-28,2026-03-14
I8260,P1142,W100,B18,-10,30,8,2025-09-13,2025-12-24
I8261,P1307,W101,B93,861,124,38,2025-06-29,2026-04-16
I8262,P1035,W105,B42,-10,103,29,2025-08-17,2025-08-28
I8263,P1006,W101,B32,-10,9,16,2025-11-12,2026-04-06
I8264,P1331,W100,B67,-10,143,17,2025-09-11,2025-07-17
I8265,P1372,W106,B75,4646,122,36,2025-04-18,2025-09-25
I8266,P1469,W108,B87,-10,150,6,2025-09-03,2025-08-19
I8267,P1067,W109,B66,2495,75,19,2026-01-30,2026-03-10
I8268,P1297,W101,B2,4656,101,12,2025-07-17,2026-02-13
I8269,P1079,W107,B13,-10,151,27,2025-08-04,2025-08-03
I8270,P1317,W105,B8,4521,17,41,2025-09-14,2025-05-01
I8271,P1014,W103,B8,-10,34,41,2025-12-19,2026-04-01
I8272,P1494,W107,B27,4944,10,43,2026-01-13,2025-06-22
I8273,P1407,W103,B64,-10,3,9,2025-05-29,2025-11-06
I8274,P1204,W109,B22,-10,77,11,2026-01-18,2025-04-29
I8275,P1344,W104,B8,245,97,22,2026-02-11,2025-05-10
I8276,P1186,W101,B89,4396,87,44,2025-05-23,2026-03-08
I8277,P1052,W101,B8,4970,140,49,2025-07-06,2025-06-09
I8278,P1181,W108,B60,-10,19,43,2025-07-22,2025-06-05
I8279,P1064,W107,B96,-10,31,43,2026-02-13,2025-12-11
I8280,P1088,W101,B81,939,17,48,2025-11-28,2025-08-18
I8281,P1406,W102,B43,4652,191,43,2025-07-23,2026-02-27
I8282,P1045,W104,B95,830,134,13,2026-01-04,2025-10-16
I8283,P1103,W103,B81,3717,187,28,2026-01-08,2025-10-20
I8284,P1019,W106,B2,-10,171,25,2026-02-26,2025-07-21
I8285,P1066,W107,B68,4165,111,2,2026-03-05,2025-05-08
I8286,P1408,W100,B39,-10,190,26,2026-01-22,2025-08-21
I8287,P1072,W108,B2,1557,9,10,2026-04-15,2025-10-21
I8288,P1287,W109,B76,-10,142,2,2026-03-18,2025-11-23
I8289,P1129,W101,B12,-10,120,12,2025-08-17,2025-12-13
I8290,P1305,W100,B36,177,49,19,2025-07-01,2025-08-14
I8291,P1227,W102,B14,-10,119,1,2025-09-03,2025-08-03
I8292,P1335,W101,B5,-10,191,33,2026-01-02,2025-08-27
I8293,P1156,W102,B81,-10,185,1,2026-02-25,2025-04-21
I8294,P1385,W105,B21,2395,141,22,2026-02-17,2025-05-18
I8295,P1403,W105,B33,-10,128,12,2026-03-22,2025-11-27
I8296,P1430,W107,B96,-10,14,35,2026-03-21,2025-06-21
I8297,P1229,W107,B15,-10,111,24,2025-09-26,2025-04-21
I8298,P1269,W109,B47,1980,21,28,2026-01-30,2025-10-01
I8299,P1209,W102,B61,389,135,10,2025-06-17,2025-11-12
I8300,P1452,W106,B9,896,28,25,2025-05-12,2026-03-24
I8301,P1333,W100,B38,441,142,31,2025-08-10,2025-07-31
I8302,P1085,W100,B23,871,27,7,2025-12-09,2026-01-21
I8303,P1296,W105,B30,1475,81,19,2025-10-19,2026-01-17
I8304,P1239,W109,B56,3824,58,2,2025-12-01,2025-07-03
I8305,P1324,W100,B30,-10,18,39,2025-09-19,2025-11-11
I8306,P1135,W102,B59,3184,138,25,2025-11-22,2026-02-26
I8307,P1178,W103,B90,-10,70,15,2025-05-21,2025-12-26
I8308,P1363,W109,B51,1099,6,32,2025-07-07,2025-11-23
I8309,P1337,W101,B34,1840,43,9,2025-06-22,2025-12-02
I8310,P1138,W108,B41,2159,80,14,2025-05-28,2025-08-03
I8311,P1360,W108,B42,3052,152,46,2025-04-23,2025-06-24
I8312,P1044,W108,B42,2397,11,45,2025-06-07,2026-03-13
I8313,P1143,W106,B93,3240,47,11,2025-06-10,2025-08-29
I8314,P1310,W105,B6,-10,88,48,2025-06-11,2026-01-22
I8315,P1379,W101,B66,-10,90,19,2025-05-23,2026-03-07
I8316,P1373,W109,B95,-10,18,38,2025-11-26,2026-03-16
I8317,P1361,W101,B99,-10,7,4,2025-05-01,2025-09-27
I8318,P1116,W102,B33,3697,105,28,2026-01-24,2025-12-18
I8319,P1326,W104,B56,3047,55,17,2026-01-08,2025-06-07
I8320,P1162,W101,B54,-10,103,42,2025-08-28,2025-12-23
I8321,P1452,W105,B35,847,115,9,2025-05-03,2026-03-28
I8322,P1001,W100,B16,-10,162,48,2026-02-20,2025-06-22
I8323,P1497,W103,B52,4779,153,3,2025-10-08,2025-10-13
I8324,P1343,W102,B52,1563,143,1,2025-05-17,2026-01-24
I8325,P1049,W102,B16,-10,48,3,2025-04-21,2026-02-14
I8326,P1394,W100,B67,3226,92,42,2025-09-21,2025-08-22
I8327,P1235,W106,B66,-10,17,35,2025-04-27,2025-04-26
I8328,P1218,W102,B99,3435,196,36,2025-12-02,2026-04-12
I8329,P1332,W104,B51,1942,143,1,2025-09-12,2026-03-09
I8330,P1208,W100,B72,-10,130,48,2026-04-06,2025-07-24
I8331,P1487,W100,B28,2613,135,44,2026-01-05,2025-05-21
I8332,P1115,W108,B36,-10,197,50,2026-02-24,2025-12-07
I8333,P1111,W103,B55,-10,74,8,2025-07-02,2026-01-10
I8334,P1406,W107,B37,-10,118,6,2025-08-04,2025-11-27
I8335,P1166,W105,B37,343,40,0,2025-04-27,2025-09-27
I8336,P1046,W107,B100,-10,161,31,2025-11-26,2025-07-19
I8337,P1480,W100,B100,-10,89,6,2025-09-20,2026-02-18
I8338,P1256,W106,B73,-10,9,13,2026-02-12,2025-07-14
I8339,P1485,W109,B41,3921,66,3,2025-12-22,2026-02-10
I8340,P1028,W100,B25,-10,110,40,2025-07-25,2025-10-01
I8341,P1310,W108,B46,-10,145,10,2025-11-26,2025-07-04
I8342,P1220,W101,B28,-10,133,14,2025-09-18,2025-10-06
I8343,P1493,W108,B38,4351,108,25,2025-04-30,2026-02-10
I8344,P1277,W109,B15,4250,182,32,2025-09-28,2025-06-11
I8345,P1188,W101,B94,1393,193,36,2026-02-22,2026-03-31
I8346,P1439,W106,B21,-10,143,8,2026-03-15,2025-08-23
I8347,P1033,W109,B40,-10,182,3,2025-05-11,2025-05-16
I8348,P1221,W103,B29,3251,66,28,2026-01-12,2026-01-12
I8349,P1252,W101,B85,-10,109,37,2025-09-16,2025-05-30
I8350,P1383,W109,B21,3168,29,49,2025-08-06,2025-05-26
I8351,P1175,W103,B53,1885,161,22,2025-12-29,2025-12-20
I8352,P1075,W101,B6,-10,52,21,2026-01-22,2025-04-26
I8353,P1271,W108,B80,-10,31,14,2026-01-26,2026-03-04
I8354,P1165,W109,B28,1384,83,11,2025-06-21,2026-04-12
I8355,P1201,W105,B84,-10,31,47,2026-03-30,2025-09-03
I8356,P1406,W109,B51,-10,153,3,2025-05-23,2025-06-28
I8357,P1290,W109,B89,99,112,45,2026-01-07,2025-12-17
I8358,P1055,W105,B19,2788,137,48,2026-03-27,2025-10-02
I8359,P1422,W108,B16,-10,7,20,2026-03-18,2025-11-24
I8360,P1420,W104,B29,-10,80,25,2026-02-14,2025-08-09
I8361,P1310,W106,B42,-10,33,14,2025-06-14,2025-11-25
I8362,P1377,W102,B28,-10,102,25,2026-03-11,2025-09-18
I8363,P1169,W107,B55,-10,31,36,2025-12-18,2026-04-15
I8364,P1230,W104,B78,-10,9,40,2025-05-21,2025-06-28
I8365,P1303,W109,B71,4833,168,19,2025-09-30,2026-02-18
I8366,P1411,W105,B20,-10,66,7,2025-12-23,2025-06-30
I8367,P1094,W102,B27,2969,145,14,2026-03-02,2026-01-16
I8368,P1087,W101,B77,-10,187,35,2026-03-12,2025-06-26
I8369,P1146,W101,B66,3749,63,34,2025-10-03,2025-05-12
I8370,P1220,W106,B34,-10,163,17,2025-11-17,2025-10-27
I8371,P1311,W102,B91,-10,76,23,2025-07-15,2025-10-08
I8372,P1077,W105,B75,2061,170,20,2026-01-28,2026-03-01
I8373,P1014,W107,B4,-10,110,10,2025-07-29,2026-03-27
I8374,P1148,W103,B55,2315,45,3,2025-06-13,2025-08-08
I8375,P1329,W103,B64,2806,199,35,2025-12-31,2025-10-27
I8376,P1222,W104,B78,-10,194,36,2026-03-19,2025-07-16
I8377,P1104,W106,B63,2514,104,8,2025-12-28,2026-02-13
I8378,P1488,W106,B38,4344,23,9,2026-03-09,2025-11-13
I8379,P1190,W107,B82,-10,19,18,2025-08-04,2025-12-01
I8380,P1151,W102,B11,1839,113,4,2026-02-13,2025-05-01
I8381,P1023,W101,B45,3356,45,0,2025-12-21,2025-04-27
I8382,P1106,W107,B21,3725,37,35,2025-04-17,2025-07-23
I8383,P1263,W105,B64,-10,97,3,2025-07-12,2026-03-15
I8384,P1399,W105,B91,3902,133,13,2025-09-01,2025-09-03
I8385,P1159,W108,B60,-10,74,7,2026-02-17,2025-04-20
I8386,P1008,W100,B5,382,58,12,2026-01-29,2026-03-28
I8387,P1084,W106,B85,-10,105,2,2025-11-07,2025-04-18
I8388,P1113,W107,B26,2341,72,30,2025-09-28,2025-09-30
I8389,P1255,W109,B57,4735,20,48,2026-03-18,2025-07-21
I8390,P1394,W105,B52,2939,71,13,2026-02-28,2026-01-15
I8391,P1273,W101,B99,-10,33,2,2025-11-08,2025-08-01
I8392,P1459,W102,B59,2741,199,48,2025-09-18,2025-12-07
I8393,P1318,W103,B77,2374,190,4,2026-04-14,2025-04-21
I8394,P1026,W106,B21,1135,11,21,2025-09-01,2025-10-08
I8395,P1119,W107,B22,1570,58,21,2025-10-19,2025-10-03
I8396,P1464,W100,B18,1928,66,23,2026-04-14,2026-01-21
I8397,P1164,W102,B79,2893,25,5,2025-05-01,2026-03-06
I8398,P1226,W107,B13,1331,0,23,2025-10-31,2025-05-08
I8399,P1093,W104,B29,2522,28,2,2025-11-19,2026-02-27
I8400,P1439,W103,B30,-10,107,39,2026-02-11,2026-02-12
I8401,P1264,W108,B93,2032,32,37,2026-01-30,2026-03-11
I8402,P1216,W106,B5,-10,15,26,2025-07-12,2025-09-19
I8403,P1443,W104,B59,4409,87,20,2025-12-30,2026-03-09
I8404,P1392,W109,B35,4472,175,36,2025-06-30,2026-03-10
I8405,P1269,W104,B11,1033,145,49,2026-03-26,2026-02-18
I8406,P1039,W109,B56,2768,62,20,2026-04-13,2025-09-03
I8407,P1180,W109,B13,495,154,44,2025-06-01,2026-04-05
I8408,P1045,W100,B64,907,66,15,2026-03-15,2025-07-02
I8409,P1448,W103,B49,3593,65,13,2025-12-23,2025-07-24
I8410,P1196,W104,B64,-10,123,1,2025-04-23,2026-03-12
I8411,P1086,W109,B58,-10,148,49,2025-07-20,2025-10-05
I8412,P1262,W104,B23,1711,176,27,2025-06-04,2025-04-24
I8413,P1320,W102,B2,1899,24,34,2026-02-14,2025-11-28
I8414,P1040,W105,B82,1605,153,40,2025-08-16,2025-10-13
I8415,P1295,W109,B44,4109,6,33,2025-06-08,2025-11-01
I8416,P1053,W100,B45,1231,1,29,2025-05-30,2025-09-28
I8417,P1496,W105,B17,3765,89,15,2026-03-31,2025-06-29
I8418,P1116,W103,B74,-10,50,48,2025-05-19,2025-10-06
I8419,P1339,W105,B6,4872,164,43,2025-07-19,2026-02-05
I8420,P1377,W107,B80,4645,97,43,2025-08-15,2025-10-29
I8421,P1206,W101,B65,2866,60,33,2025-06-10,2026-04-08
I8422,P1033,W108,B15,1261,192,18,2025-05-04,2025-07-15
I8423,P1321,W109,B1,-10,38,19,2026-02-01,2025-05-17
I8424,P1382,W108,B7,-10,66,15,2025-07-10,2025-05-27
I8425,P1296,W103,B51,4053,23,35,2026-03-31,2025-08-03
I8426,P1212,W107,B15,3108,123,10,2025-12-20,2025-12-29
I8427,P1350,W108,B12,2044,76,49,2026-03-21,2026-03-12
I8428,P1384,W104,B25,-10,98,31,2025-08-04,2026-04-15
I8429,P1403,W101,B7,-10,198,49,2025-12-22,2026-01-04
I8430,P1451,W106,B79,1364,148,21,2026-04-06,2026-01-20
I8431,P1475,W105,B70,-10,187,3,2025-10-23,2025-10-21
I8432,P1407,W106,B50,4072,32,1,2025-08-31,2025-06-04
I8433,P1330,W104,B15,-10,73,25,2026-01-19,2025-11-11
I8434,P1345,W101,B44,-10,53,9,2025-08-26,2025-12-16
I8435,P1304,W101,B36,-10,32,33,2025-09-29,2026-03-23
I8436,P1362,W109,B15,3110,57,11,2025-08-08,2025-06-05
I8437,P1496,W109,B5,2241,101,4,2025-08-29,2025-08-31
I8438,P1055,W107,B54,2190,83,3,2025-09-13,2025-08-11
I8439,P1461,W103,B3,-10,124,43,2025-09-08,2025-12-11
I8440,P1078,W104,B3,-10,59,9,2025-05-14,2025-05-11
I8441,P1121,W102,B63,-10,4,14,2025-07-14,2026-03-05
I8442,P1360,W108,B72,4565,192,28,2026-02-21,2025-05-15
I8443,P1312,W104,B8,565,128,43,2025-11-25,2025-10-16
I8444,P1056,W104,B57,1195,133,9,2025-06-05,2025-06-18
I8445,P1114,W109,B39,2850,47,7,2026-04-15,2025-05-04
I8446,P1404,W108,B95,1860,54,19,2026-01-29,2025-09-09
I8447,P1081,W104,B39,-10,88,21,2025-05-26,2025-05-19
I8448,P1121,W102,B60,-10,109,7,2025-04-30,2025-12-09
I8449,P1287,W100,B95,2335,58,13,2025-06-28,2026-02-12
I8450,P1473,W106,B82,-10,27,28,2025-10-30,2025-10-18
I8451,P1300,W100,B39,4626,79,20,2025-06-07,2025-11-23
I8452,P1098,W103,B70,4814,179,38,2026-03-26,2025-06-14
I8453,P1488,W102,B27,904,151,4,2025-10-12,2025-08-15
I8454,P1433,W104,B84,1881,158,2,2026-03-25,2025-10-27
I8455,P1226,W105,B48,2723,18,12,2025-09-04,2025-07-07
I8456,P1387,W105,B47,702,105,11,2025-04-27,2025-09-02
I8457,P1320,W108,B75,3055,61,30,2026-02-06,2026-03-20
I8458,P1158,W103,B40,1476,153,33,2025-09-25,2025-08-16
I8459,P1009,W103,B91,2790,182,48,2025-06-19,2025-09-16
I8460,P1381,W104,B85,-10,2,31,2025-08-26,2025-05-19
I8461,P1432,W107,B38,4078,9,12,2026-04-08,2026-01-23
I8462,P1077,W103,B6,-10,64,39,2025-06-25,2026-02-03
I8463,P1415,W108,B14,-10,123,4,2025-07-13,2026-02-08
I8464,P1480,W109,B6,2941,48,37,2025-09-23,2025-11-16
I8465,P1163,W106,B83,-10,106,0,2026-03-30,2025-11-04
I8466,P1372,W103,B48,-10,51,16,2025-11-23,2025-09-29
I8467,P1030,W103,B94,-10,176,48,2026-01-02,2025-10-11
I8468,P1318,W105,B5,-10,7,13,2026-04-01,2026-02-05
I8469,P1348,W100,B27,423,140,46,2025-09-02,2026-02-28
I8470,P1217,W100,B73,231,54,23,2025-05-22,2025-04-29
I8471,P1069,W105,B28,1583,4,8,2025-11-07,2025-05-18
I8472,P1288,W108,B43,-10,49,45,2025-07-05,2025-04-29
I8473,P1481,W105,B81,2268,65,30,2025-06-11,2026-03-21
I8474,P1042,W108,B85,296,145,26,2025-10-12,2025-12-24
I8475,P1373,W100,B42,4984,74,28,2025-12-15,2025-11-11
I8476,P1317,W101,B97,-10,27,49,2025-08-14,2025-12-18
I8477,P1060,W104,B24,1380,84,42,2025-08-01,2025-06-05
I8478,P1229,W103,B46,-10,200,50,2026-02-07,2026-03-31
I8479,P1337,W102,B34,-10,194,6,2025-07-18,2025-09-17
I8480,P1204,W100,B56,2687,198,20,2025-10-27,2025-04-24
I8481,P1094,W106,B4,881,176,11,2025-09-11,2026-03-30
I8482,P1414,W103,B15,-10,34,35,2025-04-20,2025-10-17
I8483,P1061,W102,B73,-10,144,10,2025-11-10,2025-07-10
I8484,P1369,W104,B100,-10,194,39,2025-12-17,2026-04-15
I8485,P1429,W105,B83,2673,124,19,2026-04-01,2025-09-05
I8486,P1142,W103,B16,-10,112,26,2026-02-19,2025-11-28
I8487,P1036,W105,B85,-10,57,7,2026-01-02,2025-12-30
I8488,P1168,W101,B35,407,42,21,2026-01-08,2025-11-08
I8489,P1311,W109,B22,-10,157,42,2026-04-16,2025-07-08
I8490,P1005,W106,B8,-10,59,40,2025-12-04,2025-08-14
